FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE,popup
1630,Licensed Group,Cr Generations Too,871B 13Th Ave,,Campbell River,V9W 4G9,50.028033,-125.253305,250-830-8396,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-17,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Cr Generations Too<br>Licensed Group<br>250-830-8396<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1631,Licensed Family,Little Kingdom Childcare Inc,32891 Bakerview Ave,,Mission,V2V 2P8,49.149003,-122.313431,604-410-3742,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Little Kingdom Childcare Inc<br>Licensed Family<br>604-410-3742<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1632,Licensed Group,Woodland Childcare Centre Society,1010 Wychbury Ave,,Esquimalt,V9A 5K6,48.426454,-123.40551,250-883-6329,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,N,Y,N,2026-01-15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Woodland Childcare Centre Society<br>Licensed Group<br>250-883-6329<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1633,Licensed Group,Errington Elementary After School Care,1390 Fairdowne Rd,,Errington,V0R 1V0,49.287027,-124.34487,250-248-8446,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-02-03,,N,N,N,Errington Elementary After School Care<br>Licensed Group<br>250-248-8446<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
1634,Licensed Family,Tiny Miracles On Broadway,5933 Broadway Rd,,Nanaimo,V9V 1C9,49.23725,-124.022792,250-802-3916,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Tiny Miracles On Broadway<br>Licensed Family<br>250-802-3916<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1635,Licensed Group,Blessed Generations Academy - Westwood Coquitlam,1294 Johnson St,,Coquitlam,V3B 4T5,49.290608,-122.801568,604-618-4767,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-21,http://www.healthspace.ca/fha/childcare,N,Y,N,Blessed Generations Academy - Westwood Coquitlam<br>Licensed Group<br>604-618-4767<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1636,Licensed Group,Little Smiles Daycare Corp - 1,8546 144Th St,,Surrey,V3W 5T7,49.15821,-122.823138,604-722-6364,,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Not offered,Extra fee,N,N,N,Y,Y,Y,Y,N,N,N,N,2026-01-25,http://www.healthspace.ca/fha/childcare,N,Y,N,Little Smiles Daycare Corp - 1<br>Licensed Group<br>604-722-6364<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1637,Licensed Family,Little Swans Child Educare,10995 Swan Cres,,Surrey,V3R 5B7,49.202419,-122.802317,604-365-3675,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Little Swans Child Educare<br>Licensed Family<br>604-365-3675<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1638,Licensed Group,Playbox Childcare Centre Ltd,103&104-18733 52 Ave,,Surrey,V3S 8E5,49.097287,-122.703727,604-754-3799,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Playbox Childcare Centre Ltd<br>Licensed Group<br>604-754-3799<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1639,Licensed Family,Bright Future Family Childcare,6497 Sophia St,,Vancouver,V5W 2W9,49.225784,-123.099923,778-883-2304,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-18,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Bright Future Family Childcare<br>Licensed Family<br>778-883-2304<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1640,Licensed Group,Flying Fish Childcare Centre Inc.,953 13Th St E,,North Vancouver,V7L 2N1,49.319432,-123.047336,604-880-3822,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Flying Fish Childcare Centre Inc.<br>Licensed Group<br>604-880-3822<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1641,Licensed Group,Children's Reef Learning Center Ltd.,3722 Frances St,,Burnaby,V5C 2N8,49.279072,-123.022777,778-837-4672,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Children's Reef Learning Center Ltd.<br>Licensed Group<br>778-837-4672<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1642,Licensed Group,Kinderbees Early Learning Centre,350 2Nd St E,,North Vancouver,V5T 4R8,49.309598,-123.069567,604-317-2464,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-13,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Kinderbees Early Learning Centre<br>Licensed Group<br>604-317-2464<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1643,Licensed Group,Kinderbees Early Learning Centre,350 2Nd St E,,North Vancouver,V5T 4R8,49.309598,-123.069567,604-317-2464,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-13,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Kinderbees Early Learning Centre<br>Licensed Group<br>604-317-2464<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1644,Licensed Group,Eaglekids Learning Centre - Squamish Ltd.,38380 Buckley Ave,,Squamish,V8B 0E4,49.704019,-123.150048,778-682-3730,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-03,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Eaglekids Learning Centre - Squamish Ltd.<br>Licensed Group<br>778-682-3730<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1645,Licensed Group,Homey Land Daycare Ltd,2365 Church Rd,,Sooke,V9Z 0W2,48.388755,-123.724722,778-365-1919,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Homey Land Daycare Ltd<br>Licensed Group<br>778-365-1919<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1646,Licensed Group,Brainbridge Bilingual Education And Fine Arts Centre,2295 E 61,,Vancouver,V5P 2K5,49.214487,-123.059561,604-322-6830,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-05,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Brainbridge Bilingual Education And Fine Arts Centre<br>Licensed Group<br>604-322-6830<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1647,Licensed Group,Brainbridge Bilingual Education And Fine Arts Centre,2295 E 61,,Vancouver,V5P 2K5,49.214487,-123.059561,604-322-6830,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2026-02-05,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Brainbridge Bilingual Education And Fine Arts Centre<br>Licensed Group<br>604-322-6830<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1648,Licensed Family,Puddle Jumper Daycare,2112 10Th Ave,,Castlegar,V1N 2Z7,49.292178,-117.655472,403-951-0595,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-03,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N,Puddle Jumper Daycare<br>Licensed Family<br>403-951-0595<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1649,Licensed Group,Academics Prekindergarten Yvr,500-3600 Lysander Lane,,Richmond,V7B 1C3,49.189597,-123.141669,604-861-9074,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2026-01-15,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Academics Prekindergarten Yvr<br>Licensed Group<br>604-861-9074<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1650,Licensed Group,Academics Prekindergarten Yvr,500-3600 Lysander Lane,,Richmond,V7B 1C3,49.189597,-123.141669,604-861-9074,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2026-01-15,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Academics Prekindergarten Yvr<br>Licensed Group<br>604-861-9074<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1651,Licensed Family,Play Play Play Child Care,6763 Butler St,,Vancouver,V5S 3L1,49.222095,-123.034186,604-565-2855,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-16,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Play Play Play Child Care<br>Licensed Family<br>604-565-2855<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1652,Licensed Group,Universal Kidz Montessori Childcare,5615 177B St,,Surrey,V3S 4H9,49.104351,-122.730519,604-372-3556,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-02,http://www.healthspace.ca/fha/childcare,N,Y,N,Universal Kidz Montessori Childcare<br>Licensed Group<br>604-372-3556<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1653,Licensed Family,Little Star Daycare,2821 Vista Ridge Crt,,Prince George,V2N 0G9,53.852221,-122.785079,250-563-5349,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2026-01-17,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N,Little Star Daycare<br>Licensed Family<br>250-563-5349<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
1654,Licensed Group,Lift Early Learning Centre,7768 Heather St,,Vancouver,V6P 3R4,49.214563,-123.123569,778-952-6808,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Lift Early Learning Centre<br>Licensed Group<br>778-952-6808<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1655,Licensed Family,Abby Good Beginnings,34641 Sandon Dr,,Abbotsford,V2S 7J2,49.051695,-122.264989,778-798-4450,www.abbygoodbeginnings.com,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-02-01,http://www.healthspace.ca/fha/childcare,N,Y,N,Abby Good Beginnings<br>Licensed Family<br>778-798-4450<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
1656,Licensed Group,St. Dulwich Academy Inc.,7960 River Rd,,Richmond,V6X 1X7,49.187478,-123.13619,236-866-7960,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,N,N,N,2025-12-09,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,St. Dulwich Academy Inc.<br>Licensed Group<br>236-866-7960<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1657,Licensed Group,St. Dulwich Academy Inc.,7960 River Rd,,Richmond,V6X 1X7,49.187478,-123.13619,236-866-7960,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,Y,N,N,2025-12-09,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,St. Dulwich Academy Inc.<br>Licensed Group<br>236-866-7960<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1658,Licensed Group,Royal Academy,3600 Viking Way,,Richmond,V6V 1N6,49.187037,-123.072208,778-855-5000,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-20,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Royal Academy<br>Licensed Group<br>778-855-5000<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1659,Licensed Group,Royal Academy,3600 Viking Way,,Richmond,V6V 1N6,49.187037,-123.072208,778-855-5000,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2026-01-20,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Royal Academy<br>Licensed Group<br>778-855-5000<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1660,Licensed Family,Little Dove Childcare,10440 mclennan Pl,,Richmond,V6X 3G6,49.192624,-123.106944,604-270-9393,,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,Extra fee,Not offered,N,N,N,N,N,N,N,N,N,N,N,2026-01-16,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Little Dove Childcare<br>Licensed Family<br>604-270-9393<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1661,Licensed Family,Little Dinosaurs Childcare,19988 36A Ave,,Langley,V3A 5M2,49.068079,-122.669846,778-991-8196,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Little Dinosaurs Childcare<br>Licensed Family<br>778-991-8196<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1662,Licensed Group,Kiwassa In Norah Davis (Kind) Out Of School Care,2320 Franklin St,,Vancouver,V5L 1S1,49.281819,-123.057277,604-671-8435,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2026-02-04,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Kiwassa In Norah Davis (Kind) Out Of School Care<br>Licensed Group<br>604-671-8435<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
1663,Licensed Group,Urban Richmond Academy,200-4328 No. 3 Rd,,Richmond,V6X 2C2,49.182163,-123.135846,778-226-9018,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-16,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Urban Richmond Academy<br>Licensed Group<br>778-226-9018<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1664,Licensed Group,Urban Richmond Academy,200-4328 No. 3 Rd,,Richmond,V6X 2C2,49.182163,-123.135846,778-226-9018,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-16,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,Urban Richmond Academy<br>Licensed Group<br>778-226-9018<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1665,Licensed Group,Iplay Childcare,14012 103 Ave,,Surrey,V3T 1S2,49.189446,-122.83376,778-384-7362,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Iplay Childcare<br>Licensed Group<br>778-384-7362<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
1666,Licensed Family,Little Royals Child Care,3109 Robertson St,,Chemainus,V0R 1K2,48.929132,-123.73025,250-863-1792,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Little Royals Child Care<br>Licensed Family<br>250-863-1792<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
